Key,English,Ukrainian
UI_PVPCONTEST_SELECTMATCH,Select Match,Виберіть матч
UI_PVPCONTEST_SELECTMATCH_TOOLTIP,Select today's match schedule.,Оберіть розклад матчів на сьогодні.
UI_PVPCONTEST_MATCH_TITLE,Select today's match,Оберіть сьогоднішній матч
UI_PVPCONTEST_MATCH_INFO,"Select today's match schedules. Please note that if you're not here in time, your opponent will receive an #binstant#nb win. You can only pick #bone#nb match per day.","Select today's match schedules. Please note that if you're not here in time, your opponent will receive an #binstant#nb win. You can only pick #bone#nb match per day."
UI_PVPCONTEST_MATCH_SELECT,Select match,Виберіть матч
UI_PVPCONTEST_TELEPORT,Your match will start in a few minutes. Do you want to teleport to the match arena? #b#cffff0000Declining means you won't be able to join later.#nc#nb,Your match will start in a few minutes. Do you want to teleport to the match arena? #b#cffff0000Declining means you won't be able to join later.#nc#nb
UI_PVPCONTEST_JOINWAR_RANDOM,Random,Random
UI_PVPCONTEST_JOINWAR_TITLE,Resurrection Location,Resurrection Location
UI_PVPCONTEST_JOINWAR_1_TIP,You have entered the 1st area.,Ви увійшли до 1-ї зони.
UI_PVPCONTEST_JOINWAR_2_TIP,You have entered the 2nd area.,Ви увійшли до 2-ї зони.
UI_PVPCONTEST_JOINWAR_3_TIP,You have entered the 3rd area.,Ви увійшли до 3-ї зони.
UI_PVPCONTEST_JOINWAR_4_TIP,You have entered the 4th area.,Ви увійшли до 4-ї зони.
UI_PVPCONTEST_JOINWAR_SELECT,Select the area you wish to enter.,"Виберіть область, в яку ви хочете увійти."
UI_PVPCONTEST_JOINWAR_MSG,"After %d, you enter %s.","After %d, you enter %s."
UI_PVPCONTEST_SELECTEDMATCH,Your next match will start at: %s,Your next match will start at: %s
UI_STARTERPASS,Starter Pass,Starter Pass
UI_PETPASS,Pet Pass,Pet Pass
UI_PIERCINGPASS,Piercing Pass,Piercing Pass
UI_UPGRADEPASS,Upgrade Pass,Upgrade Pass
UI_ELEMENT_UPGRADEPASS,Element Upgrade Pass,Element Upgrade Pass
UI_PARTYPASS,Party Pass,Party Pass
UI_COSTUMEPASS,Costume Pass,Costume Pass
UI_BATTLEPASS_MISSION_PETSKILL,Use pet grace skill,Use pet grace skill
UI_BATTLEPASS_MISSION_PIERCING,"Attempt Weapon, Shield or Suit Piercing","Attempt Weapon, Shield or Suit Piercing"
UI_BATTLEPASS_MISSION_ELEMENT_SMELT,Attempt Elemental Upgrade,Attempt Elemental Upgrade
UI_BATTLEPASS_MISSION_ELEMENT_SAFETY_SMELT,Try safety upgrade (Elemental),Try safety upgrade (Elemental)
UI_BATTLEPASS_MISSION_ELEMENT_SMELT_SUCCESS,Reach gear element upgrade %s or above,Reach gear element upgrade %s or above
UI_BATTLEPASS_MISSION_NORMAL_SMELT,Attempt to Upgrade Gear or Accessories,Attempt to Upgrade Gear or Accessories
UI_BATTLEPASS_MISSION_NORMAL_SAFETY_SMELT,Try safety upgrade (Normal/Acc),Try safety upgrade (Normal/Acc)
UI_BATTLEPASS_MISSION_NORMAL_SMELT_SUCCESS,Gear or accessory upgrade %s or above,Gear or accessory upgrade %s or above
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER,Kill Normal Monsters With Party,Kill Normal Monsters With Party
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER2,Kill %s With Party,Kill %s With Party
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON,Clear dungeon as a party,Clear dungeon as a party
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON2,Clear Dungeon %s as a party,Clear Dungeon %s as a party
UI_BATTLEPASS_MISSION_PARTYPOINT,Obtain Party Skill points,Obtain Party Skill points
UI_BATTLEPASS_MISSION_COSTUMETRANSMUTATION,Put costume in wardrobe,Put costume in wardrobe
UI_BATTLEPASS_MISSION_GETCOSTUME,Obtain costumes,Obtain costumes
UI_BATTLEPASS_SAFETYSMELT_ELECARD,(Elemental),(Elemental)
UI_BATTLEPASS_SAFETYSMELT_POWERDICE,(Normal/Acc),(Normal/Acc)
UI_BATTLEPASS_MISSION_LEVELUP,Level Up,Level Up
UI_BATTLEPASS_MISSION_LEVELUP2,Reach Level %s,Reach Level %s
UI_BATTLEPASS_MISSION_JOBCHANGE_EXPERT,Do the 1st Job Change,Do the 1st Job Change
UI_BATTLEPASS_MISSION_JOBCHANGE_PROFESSIONAL,Do the 2nd Job Change,Do the 2nd Job Change
UI_BATTLEPASS_MISSION_SKILLMASTER,Increase a Skill to its Maximum Level,Increase a Skill to its Maximum Level
UI_BATTLEPASS_MISSION_KILLCATCHER,Hunt a Catcher Monster,Hunt a Catcher Monster
UI_BATTLEPASS_MISSION_CRAFTPETCANDY,Craft Pet Candy,Craft Pet Candy
UI_BATTLEPASS_MISSION_CRAFTPETCANDY2,Craft Pet Candy (%s),Craft Pet Candy (%s)
UI_BATTLEPASS_MISSION_JOINGUILD,Join a Guild,Join a Guild
UI_BATTLEPASS_MISSION_JOINPARTY,Join a Party,Join a Party
UI_BATTLEPASS_MISSION_GETPKCHIP,Obtain PK Chips,Obtain PK Chips
UI_BATTLEPASS_MISSION_FLYING,Travel %s km on a Flying Item,Travel %s km on a Flying Item
UI_BATTLEPASS_MISSION_KILLFLYMONSTER,Defeat Aerial Monsters,Defeat Aerial Monsters
UI_BATTLEPASS_MISSION_ACTIVEBEGINNERBUFF,Receive Buffs from the Buff Pang,Receive Buffs from the Buff Pang
UI_BATTLEPASS_MISSION_USECOMBOSKILL,Perform %s or More Combos Using the action slot,Perform %s or More Combos Using the action slot
UI_BATTLEPASS_MISSION_ACTIVEEQUIPSET,Have a set effect activated,Have a set effect activated
UI_BATTLEPASS_MISSION_KALGAS_ASSAULT,Finish Kalgas Assault,Finish Kalgas Assault
UI_BATTLEPASS_INFO2,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni
UI_BATTLEPASS_INFO3,End of the %s season: #b%s#nb (Server Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,End of the %s season: #b%s#nb (Server Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO4,End of the %s season: #b%s#nb (Server Time)\n#ni,End of the %s season: #b%s#nb (Server Time)\n#ni
UI_BATTLEPASS_INFO5,There is no expiration date for the Starter Pass and all players can use it.,There is no expiration date for the Starter Pass and all players can use it.
UI_QUEST_STARTABLE,Startable,Startable
UI_SUMMERPASS2023,Summer Pass,Summer Pass
UI_APP_SWITCHEQUIP_TIP,Displays the Switch Equip Menu.,Displays the Switch Equip Menu.
UI_APP_SWITCHEQUIP_DELETE,Delete,Видалити
UI_APP_SWITCHEQUIP_SAVE,Save,Save
UI_APP_SWITCHEQUIP_COPY,Copy Equipment,Copy Equipment
UI_APP_SWITCHEQUIP_USE,Use,Use
UI_APP_SWITCHEQUIP_TITLE,Name,Ім'я
UI_APP_SWITCHEQUIP_SWITCHLIST,Presets,Presets
UI_APP_SWITCHEQUIP_ERROR_NAME,You have to set a preset name!,You have to set a preset name!
UI_APP_SWITCHEQUIP_ERROR_NAMEFORMAT,The name you set for the preset is incorrect!,The name you set for the preset is incorrect!
UI_APP_SWITCHEQUIP_NEWSWITCH,Create new,Create new
UI_APP_SWITCHEQUIP_SHORTCUT,Make shortcut,Make shortcut
UI_APP_SWITCHEQUIP_PRESETNAME,Preset Name,Preset Name
UI_APP_SWITCHEQUIP_DELETE_TEXT,Are you sure you want to delete preset %s?,Are you sure you want to delete preset %s?
UI_APP_SWITCHEQUIP_DELETE_SELECT,You need to select a preset.,You need to select a preset.
UI_BATTLEPASS_MISSION_UNSAFETYALL,Try Upgrade or Piercing,Try Upgrade or Piercing
UI_LEVEL_REQUIRED,Available after level %d.,Available after level %d.
UI_QUEST_KILLSTEP_RWD,%d Monsters defeated: %s,%d Monsters defeated: %s
UI_QUEST_REWARDSTEP_ITEM,%s(%d),%s(%d)
UI_QUEST_KILLSTEP_COND,Defeat monsters (%d/%d),Defeat monsters (%d/%d)
UI_PVPCONTEST_TELEPORT_AUTOCLOSE,You have %d seconds to join.,You have %d seconds to join.
UI_PVPCONTEST_RANKING_DAILY,Today's Matchs,Today's Matchs
UI_PVPCONTEST_RANKING_PRELIMINARY,Preliminary,Preliminary
UI_PVPCONTEST_RANKING_BACKUP,Back-up,Back-up
UI_PVPCONTEST_RANKING_FINALS,Finals,Finals
UI_PVPCONTEST_RANKING_DESC,"This contains all the ranking data for the current FWC PVP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb","This contains all the ranking data for the current FWC PVP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb"
UI_PVPCONTEST_RANKING_TITLE,FWC PvP Contest Ranking,FWC PvP Contest Ranking
UI_PVPCONTEST_RANKING_RANKING,Ranking,Ranking
UI_PVPCONTEST_RANKING_RANK,Rank,Rank
UI_PVPCONTEST_RANKING_GUILDNAME,Guild Name,Guild Name
UI_PVPCONTEST_RANKING_POINTS_TOOLTIP,Points,Points
UI_PVPCONTEST_RANKING_KILLS_TOOLTIP,Kills,Kills
UI_PVPCONTEST_RANKING_DEATHS_TOOLTIP,Deaths,Deaths
UI_APP_INFO_PANG_HIDE,You can summon Info-Pang again by going to Menu > Helper > Info-Pang.,You can summon Info-Pang again by going to Menu > Helper > Info-Pang.
UI_APP_INFO_PANG_LIST,You can view this information again if you click Info-Pang > Right Click > Check the List.,You can view this information again if you click Info-Pang > Right Click > Check the List.
UI_PVPCONTEST_MATCHLIST_INFO,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb
UI_PVPCONTEST_SPECTATE_INFO,Do you want to spectate that match? You will get teleported in the match arena.,Do you want to spectate that match? You will get teleported in the match arena.
UI_SERVERTRANSFER_TITLE,Server Transfer,Server Transfer
UI_SERVERTRANSFER_MSG,Select server:,Select server:
UI_SERVERTRANSFER_BASE_DESC,Select which server you want to transfer your character to. Please check the website for exact transfer rules.,"Виберіть сервер, на який потрібно перенести персонажа. Будь ласка, перевірте веб-сайт для точних правил передачі."
UI_SERVERTRANSFER_DESC,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.,"Зверніть увагу, що запити на переказ виконуються періодично, тому переказ не відбувається негайно після використання прокрутки."
UI_SERVERTRANSFER_FWC_TITLE,FWC Server Transfer,Передача сервера FWC
UI_SERVERTRANSFER_FWC_DESC,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.,"Передача відбудеться після закінчення періоду FWC, і тим часом ви все ще можете увійти за допомогою свого персонажа. Якщо ви не впевнені, ви можете закрити це вікно та вибрати під час наступного входу. Ви не можете змінити свій вибір після підтвердження."
UI_PVPCONTEST_SPECTATE_CAMERAMODE_1,Free Camera,Безкоштовна камера
UI_PVPCONTEST_SPECTATE_CAMERAMODE_2,Normal Camera,Нормальна камера
UI_PVPCONTEST_SPECTATE_LEAVE,Leave spectating,Leave spectating
UI_PVPCONTEST_SPECTATE_TITLE,Spectating Settings,Spectating Settings
UI_FULLSCREEN_ERROR,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.,"Повний екран недоступний. Якщо ви використовуєте Safari, натисніть Поділитися > Додати на головний екран і запустіть гру зі списку програм."
UI_PVPCONTEST_RANKING_FINALISTS,Finalists,Finalists
UI_SERVERTRANSFER_CONFIRM,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.,"Ви впевнені, що хочете перенести свого персонажа до %s? Ви не можете змінити свій вибір після підтвердження."
UI_RPS_INFO,RPS Game\nYou can do the Global Limited Gacha only if you win.,RPS Game\nYou can do the Global Limited Gacha only if you win.
UI_GACHA_DESC_GLOBAL_DAILY,"When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time.","Коли ви використовуєте випадкову Гачу, ви можете отримати один із наведених нижче предметів.\nВипадкова Гача є глобальною для всіх гравців на сервері, тому будь ласка, намагайтеся отримати обмежену кількість призів.\nЛіміт кількості скидається о 00:00 за серверним часом."
UI_RPS_REWARD_TITLE,Result,Result
UI_RPS_REWARD_TEXT,Would you like to accept the item?,Ви хочете прийняти цей предмет?
UI_RPS_REWARD_ACCEPT,Accept,Прийняти
UI_RPS_REWARD_DECLINE,Decline,Відхилити
UI_RPS_TITLE,Rock Paper Scissors,Rock Paper Scissors
UI_RPS_VS,VS,VS
UI_RPS_DEFEAT,You Lose!,Ви програєте!
UI_RPS_PAPER,Paper,Папір
UI_RPS_ROCK,Rock,Rock
UI_RPS_SCISSORS,Scissors,Ножиці
UI_RPS_WIN_TITLE,You Win!,Ви перемагаєте!
UI_GACHA_ACCEPT,Accept,Прийняти
UI_GACHA_DECLINE,Decline,Відхилити
UI_MSGBOX_PASTE,Paste,Вставити
UI_MSGBOX_CUT,Cut,Вирізати
UI_GUILDBUFF_LEVEL,Activated Buff Level,Activated Buff Level
UI_GUILDBUFF_NEXTLEVEL,Next Level %s / %s,Next Level %s / %s
UI_GUILDBUFF_DONATE,Donation,Donation
UI_GUILDBUFF_TAB_LIST,Buff Information,Інформація про баффи
UI_GUILDBUFF_TAB_TOKENS,Token Donation,Token Donation
UI_TOOLTIP_DST_DROP_EXP,Monster Exp and Drop,Monster Exp and Drop
UI_GUILD_TAB_BUFFS,Guild Buff,Guild Buff
UI_TOOLTIP_DST_SPEED_ALL,Attack & Casting Speed,Attack & Casting Speed
UI_GUILDBUFF_MEMBER,Member,Member
UI_GUILDBUFF_NONE,There is no donation yet.,Пожертви поки що немає.
UI_TOOLTIP_BUYREQLV,Purchase requirement is level %d or higher,Purchase requirement is level %d or higher
UI_COSTUME_BOX_ITEM,Costume Box,Costume Box
UI_COSTUME_BOX_MATERIAL,Repair Hammer,Repair Hammer
UI_COSTUME_BOX_UPGRADE_PROB,Success: #b%s#nb,Success: #b%s#nb
UI_COSTUME_BOX_DECREASED,The Costume Box Upgrade Level has decreased,The Costume Box Upgrade Level has decreased
UI_MATERIAL_COUNT,%s x%d,%s x%d
UI_PURCHASE_LIMIT,Purchase Limit: %d / %d,Purchase Limit: %d / %d
UI_FITTINGROOM_BG,Background,Background
UI_OPTION_PRECISECURSOR,Pixel Perfect Cursor Selection,Вибір ідеального курсору пікселя
UI_WEBVIEW_OPEN,Please open your web browser to continue.,"Будь ласка, відкрийте веббраузер, щоб продовжити."
UI_BATTLEPASS_JAN,January %d Pass,Січень %d Зараховано
UI_BATTLEPASS_FEB,February %d Pass,Лютий %d Зараховано
UI_BATTLEPASS_MAR,March %d Pass,Березень %d Зараховано
UI_BATTLEPASS_APR,April %d Pass,Квітень %d Зараховано
UI_BATTLEPASS_MAY,May %d Pass,Травень %d Зараховано
UI_BATTLEPASS_JUN,June %d Pass,Червень %d Зараховано
UI_BATTLEPASS_JUL,July %d Pass,Липень %d Зараховано
UI_BATTLEPASS_AUG,August %d Pass,Серпень %d Зараховано
UI_BATTLEPASS_SEP,September %d Pass,Вересень %d Зараховано
UI_BATTLEPASS_OCT,October %d Pass,Жовтень %d Зараховано
UI_BATTLEPASS_NOV,November %d Pass,Листопад %d Зараховано
UI_BATTLEPASS_DEC,December %d Pass,Грудень %d Зараховано
UI_BATTLEPASS_MISSION_CONSECUTIVE_LOGIN,Login Consecutive %s days,Login Consecutive %s days
UI_BATTLEPASS_INFO6,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO7,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni
UI_BATTLEPASS_INFO8,End of the %s season: #b%s#nb (UTC Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,End of the %s season: #b%s#nb (UTC Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO9,End of the %s season: #b%s#nb (UTC Time)\n#ni,End of the %s season: #b%s#nb (UTC Time)\n#ni
UI_REMOTE_SHOP_TITLE,Remote Shop,Віддалений магазин
UI_HALLOWEENPASS,Halloween Pass,Абонемент на Хелловін
UI_PURCHASE_BANK_EXTRA_BAG,Add Slot,Додати слот
UI_SEARCH_BANK_EXTRA_BAG,Bank Extra Bag,Bank Extra Bag
UI_EXTRA_BAG_FMT,Add Slot %s,Додати слот %s
UI_RAINBOWRACE_ITEMS,Rainbow Items,Rainbow Items
UI_RAINBOWRACE_ITEMS_INFO,Fly through items throughout the race to use them against others!,Fly through items throughout the race to use them against others!
UI_RAINBOWRACE_POINTS,Rank %d / %d (%d points),Rank %d / %d (%d points)
UI_RAINBOWRACE_FARWARNING,"Speed decreased, fly near the race track to avoid disqualification!","Speed decreased, fly near the race track to avoid disqualification!"
UI_RAINBOWRACE_SPEEDMULTI,Current speed multiplier: %d,Current speed multiplier: %d
UI_RAINBOWRACE_APP_TITLE,Rainbow Race Application,Rainbow Race Application
UI_RAINBOWRACE_APP_CONFIRM,This will deduct %lld penya. Would you like to continue?,This will deduct %lld penya. Would you like to continue?
UI_RAINBOWRACE_APP_CURRENT,Current Applicants: %d,Current Applicants: %d
UI_RAINBOWRACE_APP_FEE,Application Fee: %lld,Application Fee: %lld
UI_RAINBOWRACE_APP_TIP,Apply for the Rainbow Race.,Apply for the Rainbow Race.
UI_RAINBOWRACE_RANKING_TIP,View the rankings of the previous race.,View the rankings of the previous race.
UI_RAINBOWRACE_APP_DISABLE_TIP,It is not currently the application period.,It is not currently the application period.
UI_RAINBOWRACE_APP_TIMELEFT,Next Race:,Next Race:
UI_CREATEULTIMATEWEAPON_TITLE,Create ultimate weapon,Create ultimate weapon
UI_CREATEULTIMATEWEAPON_DETAIL,"Ultimate Weapon Conversion\nYou can create Ultimate Weapons for equipment level 140 or above. You can convert a +10 Weapon into an Ultimate Weapon. The conversion will not fail and for the conversion you will need 3 Shining Orikalkums, 3 Ultimate Orbs and 100 Million Penya. Ultimate weapons will convert retaining all elemental upgrades and Piercing status.","Ultimate Weapon Conversion\nYou can create Ultimate Weapons for equipment level 140 or above. You can convert a +10 Weapon into an Ultimate Weapon. The conversion will not fail and for the conversion you will need 3 Shining Orikalkums, 3 Ultimate Orbs and 100 Million Penya. Ultimate weapons will convert retaining all elemental upgrades and Piercing status."
UI_CREATEULTIMATEWEAPON_CONFIRM,Do you want to continue?,Ви хочете продовжити?
UI_CREATEULTIMATEWEAPON_ERROR_ITEM,This item cannot be used.,This item cannot be used.
UI_CREATEULTIMATEWEAPON_ERROR_UPGRADELEVEL,You can only convert items at the maximum upgrade level.,You can only convert items at the maximum upgrade level.
UI_ULTIMATECONVERTIBLE,Can be converted to Ultimate Weapon,Can be converted to Ultimate Weapon
UI_ULTIMATE_RANDOMSTAT,Random Stat Obtained,Random Stat Obtained
UI_RESTAT_TITLE,Re-Stat,Re-Stat
UI_RESTATC_DESC,Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s),Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s)
UI_RESTATR_DESC,Do you wish to apply the Random Stat upgrade to the following item?\n(%s),Do you wish to apply the Random Stat upgrade to the following item?\n(%s)
UI_RESTATR2_DESC,Do you wish to apply the Random Special Option upgrade to the following item?\n(%s),Do you wish to apply the Random Special Option upgrade to the following item?\n(%s)
UI_ITEM_UPGRADE_PUT,Please input an item which you want to upgrade.,"Будь ласка, введіть предмет, який ви хочете покращити."
UI_MATERIAL_ITEM_PUT,Please input a material item first.,"Будь ласка, спочатку введіть матеріальний предмет."
UI_ELEMENT_UPGRADE_ERROR_ITEM,This item cannot be used.,Цей предмет не можна використовувати.
UI_ULTIMATE_UPGRADE_UNSAFE,Without Scroll of XProtect you will lose the item in case of failure.,Without Scroll of XProtect you will lose the item in case of failure.
UI_MATERIAL_NAME,%s x%d,%s x%d
UI_MATERIAL_NAME_PLACEHOLDER,Material,Матеріал
UI_PROTECTION_SCROLL_PLACEHOLDER,Protection Scroll,Protection Scroll
UI_ULTIMATE_PREFIX,[Ultimate],[Ultimate]
UI_TOOLTIP_DST_LAST_STAND,Last Stand Chance,Last Stand Chance
UI_TOOLTIP_DST_RIP_REFLEX,Riposte Reflex Chance,Riposte Reflex Chance
UI_TOOLTIP_DST_PRANK_ESCAPE,Prankster's Escape Chance,Prankster's Escape Chance
UI_TOOLTIP_DST_HEAL_GRACE,Healing Grace Chance,Healing Grace Chance
UI_TOOLTIP_DST_SPIRITUAL_CHARGE,Spiritual Overcharge Chance,Spiritual Overcharge Chance
UI_TOOLTIP_DST_AURABURST,Aura Burst Chance,Aura Burst Chance
UI_TOOLTIP_DST_WATERBOMB,Waterbomb,Waterbomb
UI_TOOLTIP_DST_SLOW_RATE,Dmg Slow Rate,Dmg Slow Rate
UI_TOOLTIP_DST_ARCANE,Arcane Insight Chance,Arcane Insight Chance
UI_MSGBOX_DISMANTLE,Dismantle,Dismantle
UI_PLAYERHOUSINGBUY_TITLE,Select house template,Select house template
UI_PLAYERHOUSINGBUY_INFO,Select a template for your house. \n\n#b#cffff0000Changing your house template will remove all decorations from your current house! Make sure it is saved in a preset if you wish to keep it for the future.#nc#nb,Select a template for your house. \n\n#b#cffff0000Changing your house template will remove all decorations from your current house! Make sure it is saved in a preset if you wish to keep it for the future.#nc#nb
UI_PLAYERHOUSINGBUY_CONFIRM,Select template,Select template
UI_PLAYERHOUSINGBUY_MSGBOX_INFO,"Are you sure you want to select this template? \n\n#bNote:#nb If you already own a house, it will change the template, but all the decorative models you had placed will be removed!","Are you sure you want to select this template? \n\n#bNote:#nb If you already own a house, it will change the template, but all the decorative models you had placed will be removed!"
UI_PLAYERHOUSINGVISIT_TITLE,Visit houses,Visit houses
UI_PLAYERHOUSINGVISIT_INFO,"In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here.","У цьому вікні ви можете вибрати друга, якого хочете відвідати. Тут будуть перелічені лише ті друзі, які дозволили вам відвідувати їх."
UI_MESSENGER_MENU_HOUSINGVISIT_ALLOW,Allow to visit your house,Allow to visit your house
UI_MESSENGER_MENU_HOUSINGVISIT_DENY,Deny visit to your house,Deny visit to your house
UI_GACHA_DESC_HOUSING,You will unlock all the models below to decorate your house.,You will unlock all the models below to decorate your house.
UI_PLAYERHOUSINGVISIT_CONFIRM,Visit house,Visit house
UI_HOUSINGSETUP_OBJECTSLIST,Objects list,Objects list
UI_HOUSINGSETUP_EDITIONMODE,Toggle editing,Toggle editing
UI_HOUSINGSETUP_RESET,Remove all objects,Remove all objects
UI_HOUSINGSETUP_RESET_MSGBOX_INFO,Are you sure you want to reset your house objects? #bYou will still be able to place your objects back#nb,Are you sure you want to reset your house objects? #bYou will still be able to place your objects back#nb
UI_HOUSINGSETUP_PLACE_CONFIRM,Place item,Place item
UI_HOUSINGSETUP_PLACE_INFO,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.
UI_TOOLTIP_HOUSENPC,Place that house NPC to get the following bonuses:,Place that house NPC to get the following bonuses:
UI_HOUSINGSETUP_OBJECTS,Objects,Objects
UI_HOUSINGSETUP_NPCS,NPCs,NPCs
UI_HOUSINGSETUP_FILTER_HDR,Filter,Filter
UI_HOUSINGSETUP_FILTER_HDR_ALL,All,All
UI_HOUSINGSETUP_FILTER_TREE,Trees,Дерева
UI_HOUSINGSETUP_FILTER_OTHER,Other,Other
UI_GUILDHOUSINGBIDS_INFO,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.
UI_GUILDHOUSINGBIDS_HDR,Guilds' bids,Guilds' bids
UI_GUILDHOUSINGBIDS_PLACE,Place Bid,Place Bid
UI_GUILDHOUSINGBIDS_MSGBOX_INFO,Enter the amount you wish to bid. #b#uYour guild bank must have enough penya to cover the bid.#nu#nb,Enter the amount you wish to bid. #b#uYour guild bank must have enough penya to cover the bid.#nu#nb
UI_GUILDHOUSINGBIDS_EMPTY,There's currently no bids for that house.,There's currently no bids for that house.
UI_MAP_SHIP_TELEPORT,Teleport to ship,Teleport to ship
UI_MAP_SHIP_TOOLTIP_OWNED,Ship owned by guild [%s],Ship owned by guild [%s]
UI_GUILD_TAB_HOUSING,Housing,Housing
UI_GUILD_TAB_HOUSING_NEXTARTIFACTHDR,Next artifact placement in:,Next artifact placement in:
UI_GUILD_TAB_HOUSING_PLACEARTIFACTHDR,Time left to select artifact position:,Time left to select artifact position:
UI_GUILD_TAB_HOUSING_TELEPORT,Teleport to ship,Teleport to ship
UI_GUILD_TAB_HOUSING_BONUSESHDR,Current House Bonuses,Current House Bonuses
UI_GUILDHOUSINGARTIFACT_MSGBOX_INFO,Are you sure you want your guild's artifact to spawn here? #b#cffff0000Note: A %s penya fee will be taken from your guild's bank.#nc#nb,Are you sure you want your guild's artifact to spawn here? #b#cffff0000Note: A %s penya fee will be taken from your guild's bank.#nc#nb
UI_GUILD_POWER_GUILDHOUSE,Guild House Management,Guild House Management
UI_MAP_GHARTIFACT_TOOLTIP,A Guild House artifact is somewhere here...,A Guild House artifact is somewhere here...
UI_GUILD_TAB_HOUSING_NOOWNED,Your guild does not own an house.,Your guild does not own an house.
UI_GUILD_TAB_HOUSING_INFO,"If your guild owns a guild house, every other Saturday, your guild will need to place an Artifact, which costs #b#u%s penyas#nu#nb, at a selected position from a defined list. \n\nIf your guild doesn't have a guild house, you can register for the next artifact battle for #b#u%s penyas#nu#nb and have a chance to obtain a guild house!\nYou can only apply/cancel an hour before the battle start.\n\n\nOnce placed, your guild will be required to defend it on the PK channel from other players, or you will lose ownership of the house. \n\nIf you successfully defend it, you will receive #bspecial rewards and a percentage of the fee#nb will be refunded.","If your guild owns a guild house, every other Saturday, your guild will need to place an Artifact, which costs #b#u%s penyas#nu#nb, at a selected position from a defined list. \n\nIf your guild doesn't have a guild house, you can register for the next artifact battle for #b#u%s penyas#nu#nb and have a chance to obtain a guild house!\nYou can only apply/cancel an hour before the battle start.\n\n\nOnce placed, your guild will be required to defend it on the PK channel from other players, or you will lose ownership of the house. \n\nIf you successfully defend it, you will receive #bspecial rewards and a percentage of the fee#nb will be refunded."
UI_HOUSINGSETUP_PRESETS,Presets,Presets
UI_HOUSINGSETUP_MANAGE,Management,Management
